Date_,deaths ,obs,res_case,setting,staff_case,type
10/04/2020,0.0,11,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/04/2020,0.0,12,1.0,First To Serve - 91st Street,0.0,Homeless Shelter
10/04/2020,0.0,13,1.0,First To Serve - Vernon,0.0,Homeless Shelter
10/04/2020,0.0,14,1.0,Good Shepherd Languille,0.0,Homeless Shelter
10/04/2020,0.0,15,1.0,Harold,0.0,Single Room Occupancy Housing
10/04/2020,0.0,16,1.0,Haskell,0.0,Single Room Occupancy Housing
10/04/2020,0.0,17,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/04/2020,0.0,18,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/04/2020,0.0,19,4.0,Hope of The Valley - The Landing,0.0,Homeless Shelter
10/04/2020,0.0,20,1.0,Hope of The Valley Pacoima Winter Shelter,1.0,Homeless Shelter
10/04/2020,0.0,21,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/04/2020,0.0,22,2.0,LAGH - Wall Street Shelter,0.0,Homeless Shelter
10/04/2020,0.0,23,31.0,Los Angeles Mission - Men's Shelter,2.0,Homeless Shelter
10/04/2020,0.0,24,1.0,National Health Foundation,0.0,Recuperative Care Center
10/04/2020,0.0,25,1.0,PATH - Lodi,0.0,Homeless Shelter
10/04/2020,0.0,26,0.0,Russ Hotel,1.0,Single Room Occupancy Housing
10/04/2020,1.0,27,33.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/04/2020,0.0,28,0.0,The Midnight Mission,1.0,Homeless Shelter
10/04/2020,0.0,29,1.0,Union Rescue Mission,2.0,Homeless Shelter
10/04/2020,0.0,30,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/04/2020,0.0,31,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/04/2020,0.0,32,2.0,Weingart - ESP,0.0,Homeless Shelter
10/04/2020,1.0,Total,104.0,,21.0,
10/05/2020,0.0,1,0.0,A Bridge Home - Van Nuys,1.0,Homeless Shelter
10/05/2020,0.0,2,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/05/2020,0.0,3,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/05/2020,0.0,4,1.0,Encampment - Central LA #10,0.0,Homeless Encampment
10/05/2020,0.0,5,7.0,Encampment - Central LA #5,0.0,Homeless Encampment
10/05/2020,0.0,6,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/05/2020,0.0,7,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/05/2020,0.0,8,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/05/2020,0.0,9,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/05/2020,0.0,10,1.0,Encampment - South LA #3,0.0,Homeless Encampment
10/05/2020,0.0,11,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/05/2020,0.0,12,1.0,First To Serve - 91st Street,0.0,Homeless Shelter
10/05/2020,0.0,13,1.0,First To Serve - Vernon,0.0,Homeless Shelter
10/05/2020,0.0,14,1.0,Good Shepherd Languille,0.0,Homeless Shelter
10/05/2020,0.0,15,1.0,Harold,0.0,Single Room Occupancy Housing
10/05/2020,0.0,16,1.0,Haskell,0.0,Single Room Occupancy Housing
10/05/2020,0.0,17,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/05/2020,0.0,18,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/05/2020,0.0,19,4.0,Hope of The Valley - The Landing,0.0,Homeless Shelter
10/05/2020,0.0,20,1.0,Hope of The Valley Pacoima Winter Shelter,1.0,Homeless Shelter
10/05/2020,0.0,21,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/05/2020,0.0,22,2.0,LAGH - Wall Street Shelter,0.0,Homeless Shelter
10/05/2020,0.0,23,31.0,Los Angeles Mission - Men's Shelter,2.0,Homeless Shelter
10/05/2020,0.0,24,1.0,National Health Foundation,0.0,Recuperative Care Center
10/05/2020,0.0,25,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/05/2020,0.0,26,1.0,PATH - Lodi,0.0,Homeless Shelter
10/05/2020,0.0,27,0.0,Russ Hotel,1.0,Single Room Occupancy Housing
10/05/2020,1.0,28,33.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/05/2020,0.0,29,0.0,The Midnight Mission,1.0,Homeless Shelter
10/05/2020,0.0,30,1.0,Union Rescue Mission,2.0,Homeless Shelter
10/05/2020,0.0,31,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/05/2020,0.0,32,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/05/2020,0.0,33,2.0,Weingart - ESP,0.0,Homeless Shelter
10/05/2020,1.0,Total,105.0,,21.0,
10/06/2020,0.0,1,0.0,A Bridge Home - Van Nuys,1.0,Homeless Shelter
10/06/2020,0.0,2,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/06/2020,0.0,3,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/06/2020,0.0,4,1.0,Encampment - Central LA #10,0.0,Homeless Encampment
10/06/2020,0.0,5,7.0,Encampment - Central LA #5,0.0,Homeless Encampment
10/06/2020,0.0,6,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/06/2020,0.0,7,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/06/2020,0.0,8,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/06/2020,0.0,9,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/06/2020,0.0,10,1.0,Encampment - South LA #3,0.0,Homeless Encampment
10/06/2020,0.0,11,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/06/2020,0.0,12,1.0,First To Serve - 91st Street,0.0,Homeless Shelter
10/06/2020,0.0,13,1.0,First To Serve - Vernon,0.0,Homeless Shelter
10/06/2020,0.0,14,1.0,Good Shepherd Languille,0.0,Homeless Shelter
10/06/2020,0.0,15,1.0,Harold,0.0,Single Room Occupancy Housing
10/06/2020,0.0,16,1.0,Haskell,0.0,Single Room Occupancy Housing
10/06/2020,0.0,17,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/06/2020,0.0,18,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/06/2020,0.0,19,4.0,Hope of The Valley - The Landing,0.0,Homeless Shelter
10/06/2020,0.0,20,1.0,Hope of The Valley Pacoima Winter Shelter,1.0,Homeless Shelter
10/06/2020,0.0,21,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/06/2020,0.0,22,2.0,LAGH - Wall Street Shelter,0.0,Homeless Shelter
10/06/2020,0.0,23,31.0,Los Angeles Mission - Men's Shelter,2.0,Homeless Shelter
10/06/2020,0.0,24,1.0,National Health Foundation,0.0,Recuperative Care Center
10/06/2020,0.0,25,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/06/2020,0.0,26,1.0,PATH - Lodi,0.0,Homeless Shelter
10/06/2020,0.0,27,0.0,Russ Hotel,1.0,Single Room Occupancy Housing
10/06/2020,1.0,28,33.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/06/2020,0.0,29,0.0,The Midnight Mission,1.0,Homeless Shelter
10/06/2020,0.0,30,1.0,Union Rescue Mission,2.0,Homeless Shelter
10/06/2020,0.0,31,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/06/2020,0.0,32,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/06/2020,0.0,33,3.0,Weingart - ESP,0.0,Homeless Shelter
10/06/2020,1.0,Total,106.0,,21.0,
10/07/2020,0.0,1,0.0,A Bridge Home - Van Nuys,1.0,Homeless Shelter
10/07/2020,0.0,2,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/07/2020,0.0,3,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/07/2020,0.0,4,7.0,Encampment - Central LA #5,0.0,Homeless Encampment
10/07/2020,0.0,5,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/07/2020,0.0,6,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/07/2020,0.0,7,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/07/2020,0.0,8,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/07/2020,0.0,9,1.0,Encampment - South LA #3,0.0,Homeless Encampment
10/07/2020,0.0,10,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/07/2020,0.0,11,1.0,First To Serve - 91st Street,0.0,Homeless Shelter
10/07/2020,0.0,12,1.0,First To Serve - Vernon,0.0,Homeless Shelter
10/07/2020,0.0,13,1.0,Good Shepherd Languille,0.0,Homeless Shelter
10/07/2020,0.0,14,1.0,Harold,0.0,Single Room Occupancy Housing
10/07/2020,0.0,15,1.0,Haskell,0.0,Single Room Occupancy Housing
10/07/2020,0.0,16,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/07/2020,0.0,17,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/07/2020,0.0,18,7.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/07/2020,0.0,19,1.0,Hope of The Valley Pacoima Winter Shelter,1.0,Homeless Shelter
10/07/2020,0.0,20,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/07/2020,0.0,21,2.0,LAGH - Wall Street Shelter,0.0,Homeless Shelter
10/07/2020,0.0,22,31.0,Los Angeles Mission - Men's Shelter,2.0,Homeless Shelter
10/07/2020,0.0,23,1.0,National Health Foundation,0.0,Recuperative Care Center
10/07/2020,0.0,24,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/07/2020,0.0,25,1.0,PATH - Lodi,0.0,Homeless Shelter
10/07/2020,0.0,26,0.0,Russ Hotel,1.0,Single Room Occupancy Housing
10/07/2020,1.0,27,34.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/07/2020,0.0,28,0.0,The Midnight Mission,1.0,Homeless Shelter
10/07/2020,0.0,29,0.0,The T-House,1.0,Homeless Shelter
10/07/2020,0.0,30,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/07/2020,0.0,31,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/07/2020,0.0,32,3.0,Weingart - ESP,0.0,Homeless Shelter
10/07/2020,1.0,Total,108.0,,22.0,
10/08/2020,0.0,1,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/08/2020,0.0,2,0.0,Bridge Housing For Women,1.0,Homeless Shelter
10/08/2020,0.0,3,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/08/2020,0.0,4,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/08/2020,0.0,5,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/08/2020,0.0,6,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/08/2020,0.0,7,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/08/2020,0.0,8,1.0,Encampment - South LA #3,0.0,Homeless Encampment
10/08/2020,0.0,9,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/08/2020,0.0,10,1.0,First To Serve - Vernon,0.0,Homeless Shelter
10/08/2020,0.0,11,1.0,Good Shepherd Languille,0.0,Homeless Shelter
10/08/2020,0.0,12,1.0,Harold,0.0,Single Room Occupancy Housing
10/08/2020,0.0,13,1.0,Haskell,0.0,Single Room Occupancy Housing
10/08/2020,0.0,14,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/08/2020,0.0,15,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/08/2020,0.0,16,7.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/08/2020,0.0,17,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/08/2020,0.0,18,1.0,National Health Foundation,0.0,Recuperative Care Center
10/08/2020,0.0,19,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/08/2020,0.0,20,1.0,PATH - Lodi,0.0,Homeless Shelter
10/08/2020,0.0,21,0.0,Russ Hotel,1.0,Single Room Occupancy Housing
10/08/2020,1.0,22,34.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/08/2020,0.0,23,0.0,The Midnight Mission,1.0,Homeless Shelter
10/08/2020,0.0,24,0.0,The T-House,1.0,Homeless Shelter
10/08/2020,0.0,25,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/08/2020,0.0,26,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/08/2020,0.0,27,2.0,Weingart - ESP,1.0,Homeless Shelter
10/08/2020,1.0,Total,65.0,,20.0,
10/09/2020,0.0,1,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/09/2020,0.0,2,0.0,Bridge Housing For Women,1.0,Homeless Shelter
10/09/2020,0.0,3,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/09/2020,0.0,4,1.0,Encampment - Chatsworth #2,0.0,Homeless Encampment
10/09/2020,0.0,5,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/09/2020,0.0,6,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/09/2020,0.0,7,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/09/2020,0.0,8,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/09/2020,0.0,9,1.0,Encampment - South LA #3,0.0,Homeless Encampment
10/09/2020,0.0,10,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/09/2020,0.0,11,1.0,First To Serve - Vernon,0.0,Homeless Shelter
10/09/2020,0.0,12,1.0,Good Shepherd Languille,0.0,Homeless Shelter
10/09/2020,0.0,13,1.0,Harold,0.0,Single Room Occupancy Housing
10/09/2020,0.0,14,1.0,Haskell,0.0,Single Room Occupancy Housing
10/09/2020,0.0,15,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/09/2020,0.0,16,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/09/2020,0.0,17,7.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/09/2020,0.0,18,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/09/2020,0.0,19,0.0,LA Family Housing - The Campus,1.0,Homeless Service Provider
10/09/2020,0.0,20,1.0,National Health Foundation,0.0,Recuperative Care Center
10/09/2020,0.0,21,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/09/2020,0.0,22,0.0,Russ Hotel,1.0,Single Room Occupancy Housing
10/09/2020,1.0,23,34.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/09/2020,0.0,24,0.0,The Midnight Mission,1.0,Homeless Shelter
10/09/2020,0.0,25,0.0,The T-House,1.0,Homeless Shelter
10/09/2020,0.0,26,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/09/2020,0.0,27,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/09/2020,0.0,28,2.0,Weingart - ESP,1.0,Homeless Shelter
10/09/2020,0.0,29,2.0,Weingart Center AB109,0.0,Homeless Shelter
10/09/2020,1.0,Total,67.0,,21.0,
10/10/2020,0.0,1,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/10/2020,0.0,2,0.0,Bridge Housing For Women,1.0,Homeless Shelter
10/10/2020,0.0,3,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/10/2020,0.0,4,1.0,Encampment - Chatsworth #2,0.0,Homeless Encampment
10/10/2020,0.0,5,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/10/2020,0.0,6,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/10/2020,0.0,7,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/10/2020,0.0,8,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/10/2020,0.0,9,1.0,Encampment - South LA #3,0.0,Homeless Encampment
10/10/2020,0.0,10,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/10/2020,0.0,11,1.0,First To Serve - Vernon,0.0,Homeless Shelter
10/10/2020,0.0,12,1.0,Good Shepherd Languille,0.0,Homeless Shelter
10/10/2020,0.0,13,1.0,Harold,0.0,Single Room Occupancy Housing
10/10/2020,0.0,14,1.0,Haskell,0.0,Single Room Occupancy Housing
10/10/2020,0.0,15,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/10/2020,0.0,16,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/10/2020,0.0,17,7.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/10/2020,0.0,18,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/10/2020,0.0,19,0.0,LA Family Housing - The Campus,1.0,Homeless Service Provider
10/10/2020,0.0,20,1.0,National Health Foundation,0.0,Recuperative Care Center
10/10/2020,0.0,21,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/10/2020,0.0,22,0.0,Russ Hotel,3.0,Single Room Occupancy Housing
10/10/2020,1.0,23,34.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/10/2020,0.0,24,0.0,The Midnight Mission,1.0,Homeless Shelter
10/10/2020,0.0,25,0.0,The T-House,1.0,Homeless Shelter
10/10/2020,0.0,26,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/10/2020,0.0,27,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/10/2020,0.0,28,2.0,Weingart - ESP,1.0,Homeless Shelter
10/10/2020,0.0,29,2.0,Weingart Center AB109,0.0,Homeless Shelter
10/10/2020,1.0,Total,67.0,,23.0,
10/11/2020,0.0,1,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/11/2020,0.0,2,0.0,Bridge Housing For Women,1.0,Homeless Shelter
10/11/2020,0.0,3,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/11/2020,0.0,4,1.0,Encampment - Chatsworth #2,0.0,Homeless Encampment
10/11/2020,0.0,5,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/11/2020,0.0,6,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/11/2020,0.0,7,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/11/2020,0.0,8,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/11/2020,0.0,9,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/11/2020,0.0,10,1.0,Harold,0.0,Single Room Occupancy Housing
10/11/2020,0.0,11,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/11/2020,0.0,12,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/11/2020,0.0,13,0.0,Hope of The Valley - A Bridge Home Van Nuys,1.0,Homeless Shelter
10/11/2020,0.0,14,5.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/11/2020,0.0,15,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/11/2020,0.0,16,0.0,LA Family Housing - The Campus,1.0,Homeless Service Provider
10/11/2020,0.0,17,1.0,National Health Foundation,0.0,Recuperative Care Center
10/11/2020,0.0,18,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/11/2020,0.0,19,1.0,PATH - A Bridge Home Los Feliz,0.0,Homeless Shelter
10/11/2020,0.0,20,0.0,Russ Hotel,3.0,Single Room Occupancy Housing
10/11/2020,1.0,21,34.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/11/2020,0.0,22,0.0,St Joseph Center Bread & Roses Cafe,1.0,Homeless Service Provider
10/11/2020,0.0,23,0.0,The Arroyo,1.0,Homeless Shelter
10/11/2020,0.0,24,0.0,The Midnight Mission,1.0,Homeless Shelter
10/11/2020,0.0,25,0.0,The T-House,1.0,Homeless Shelter
10/11/2020,0.0,26,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/11/2020,0.0,27,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/11/2020,0.0,28,2.0,Weingart Center AB109,0.0,Homeless Shelter
10/11/2020,1.0,Total,60.0,,25.0,
10/11/2020,,,,,,
10/12/2020,0.0,1,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/12/2020,0.0,2,0.0,Bridge Housing For Women,1.0,Homeless Shelter
10/12/2020,0.0,3,1.0,Bridge Taper Shelter,0.0,Homeless Shelter
10/12/2020,0.0,4,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/12/2020,0.0,5,1.0,Encampment - Chatsworth #2,0.0,Homeless Encampment
10/12/2020,0.0,6,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/12/2020,0.0,7,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/12/2020,0.0,8,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/12/2020,0.0,9,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/12/2020,0.0,10,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/12/2020,0.0,11,0.0,First To Serve - Vernon,1.0,Homeless Shelter
10/12/2020,0.0,12,1.0,Harold,0.0,Single Room Occupancy Housing
10/12/2020,0.0,13,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/12/2020,0.0,14,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/12/2020,0.0,15,0.0,Hope of The Valley - A Bridge Home Van Nuys,1.0,Homeless Shelter
10/12/2020,0.0,16,0.0,Hope of The Valley - Genesis House,1.0,Homeless Shelter
10/12/2020,0.0,17,5.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/12/2020,0.0,18,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/12/2020,0.0,19,0.0,LA Family Housing - The Campus,1.0,Homeless Service Provider
10/12/2020,0.0,20,1.0,National Health Foundation,0.0,Recuperative Care Center
10/12/2020,0.0,21,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/12/2020,0.0,22,1.0,PATH - A Bridge Home Los Feliz,0.0,Homeless Shelter
10/12/2020,0.0,23,0.0,Russ Hotel,3.0,Single Room Occupancy Housing
10/12/2020,1.0,24,34.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/12/2020,0.0,25,0.0,St Joseph Center Bread & Roses Cafe,1.0,Homeless Service Provider
10/12/2020,0.0,26,1.0,Testimonial Community Love Center,0.0,Homeless Shelter
10/12/2020,0.0,27,0.0,The Arroyo,1.0,Homeless Shelter
10/12/2020,0.0,28,0.0,The Midnight Mission,1.0,Homeless Shelter
10/12/2020,0.0,29,0.0,The T-House,1.0,Homeless Shelter
10/12/2020,0.0,30,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/12/2020,0.0,31,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/12/2020,0.0,32,2.0,Weingart Center AB109,0.0,Homeless Shelter
10/12/2020,1.0,Total,62.0,,27.0,
10/13/2020,0.0,1,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/13/2020,0.0,2,0.0,Bridge Housing For Women,2.0,Homeless Shelter
10/13/2020,0.0,3,1.0,Bridge Taper Shelter,0.0,Homeless Shelter
10/13/2020,0.0,4,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/13/2020,0.0,5,1.0,Encampment - Chatsworth #2,0.0,Homeless Encampment
10/13/2020,0.0,6,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/13/2020,0.0,7,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/13/2020,0.0,8,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/13/2020,0.0,9,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/13/2020,0.0,10,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/13/2020,0.0,11,0.0,First To Serve - Vernon,1.0,Homeless Shelter
10/13/2020,0.0,12,1.0,Harold,0.0,Single Room Occupancy Housing
10/13/2020,0.0,13,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/13/2020,0.0,14,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/13/2020,0.0,15,0.0,Hope of The Valley - A Bridge Home Van Nuys,1.0,Homeless Shelter
10/13/2020,0.0,16,0.0,Hope of The Valley - Genesis House,1.0,Homeless Shelter
10/13/2020,0.0,17,5.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/13/2020,0.0,18,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/13/2020,0.0,19,0.0,LA Family Housing - The Campus,1.0,Homeless Service Provider
10/13/2020,0.0,20,1.0,LAMP Village - Public Services,0.0,Homeless Service Provider
10/13/2020,0.0,21,1.0,National Health Foundation,0.0,Recuperative Care Center
10/13/2020,0.0,22,1.0,Outdoor Congregate Area - Central LA,0.0,Homeless Encampment
10/13/2020,0.0,23,1.0,PATH - A Bridge Home Los Feliz,0.0,Homeless Shelter
10/13/2020,0.0,24,1.0,Pacoima Place,0.0,Single Room Occupancy Housing
10/13/2020,0.0,25,0.0,Russ Hotel,3.0,Single Room Occupancy Housing
10/13/2020,1.0,26,34.0,Salvation Army - Bell Shelter,12.0,Homeless Shelter
10/13/2020,0.0,27,0.0,St Joseph Center Bread & Roses Cafe,1.0,Homeless Service Provider
10/13/2020,0.0,28,1.0,Testimonial Community Love Center,0.0,Homeless Shelter
10/13/2020,0.0,29,0.0,The Arroyo,1.0,Homeless Shelter
10/13/2020,0.0,30,0.0,The Midnight Mission,1.0,Homeless Shelter
10/13/2020,0.0,31,0.0,The T-House,1.0,Homeless Shelter
10/13/2020,0.0,32,1.0,United Methodist Malibu Food Distribution Line,0.0,Homeless Service Provider
10/13/2020,0.0,33,1.0,Upward Bound House #2,0.0,Homeless Shelter
10/13/2020,0.0,34,2.0,Weingart Center AB109,0.0,Homeless Shelter
10/13/2020,1.0,Total,64.0,,28.0,
10/14/2020,0.0,1,2.0,Bassett Park Winter Shelter,0.0,Homeless Shelter
10/14/2020,0.0,2,0.0,Bridge Housing For Women,2.0,Homeless Shelter
10/14/2020,0.0,3,1.0,Bridge Taper Shelter,0.0,Homeless Shelter
10/14/2020,0.0,4,1.0,Courtland Hotel,0.0,Single Room Occupancy Housing
10/14/2020,0.0,5,1.0,Encampment - Chatsworth #2,0.0,Homeless Encampment
10/14/2020,0.0,6,1.0,Encampment - Echo Park,0.0,Homeless Encampment
10/14/2020,0.0,7,1.0,Encampment - Gardena,0.0,Homeless Encampment
10/14/2020,0.0,8,1.0,Encampment - Lincoln Heights,0.0,Homeless Encampment
10/14/2020,0.0,9,1.0,Encampment - MacArthur Park,0.0,Homeless Encampment
10/14/2020,0.0,10,1.0,Encampment - South LA #2,0.0,Homeless Encampment
10/14/2020,0.0,11,2.0,Encampment - South LA #4,0.0,Homeless Encampment
10/14/2020,0.0,12,0.0,First To Serve - Vernon,1.0,Homeless Shelter
10/14/2020,0.0,13,1.0,Harold,0.0,Single Room Occupancy Housing
10/14/2020,0.0,14,2.0,Hope For Home Pomona,0.0,Homeless Shelter
10/14/2020,0.0,15,1.0,Hope Gardens Family Center- Union Rescue Mission,0.0,Homeless Shelter
10/14/2020,0.0,16,0.0,Hope of The Valley - A Bridge Home Van Nuys,1.0,Homeless Shelter
10/14/2020,0.0,17,0.0,Hope of The Valley - Genesis House,1.0,Homeless Shelter
10/14/2020,0.0,18,5.0,Hope of The Valley - The Landing,2.0,Homeless Shelter
10/14/2020,0.0,19,0.0,Inland Valley Council of Churches,1.0,Homeless Shelter
10/14/2020,0.0,20,0.0,LA Family Housing - The Campus,1.0,Homeless Service Provider
10/14/2020,0.0,21,1.0,LAMP Village - Public Services,0.0,Homeless Service Provider
10/14/2020,0.0,22,1.0,National Health Foundation,0.0,Recuperative Care Center
